U,sigma_U,TI
17.3218,0.880391,0.05082560703852949
16.879,1.47901,0.08762426684045262
17.3457,0.787103,0.045377413422346746
17.466,0.926303,0.053034638726668956
16.6747,0.852156,0.051104727521334714
16.3524,0.827769,0.050620642841417776
18.2233,1.18224,0.06487518726026571
17.0973,0.886416,0.05184537909494481
16.4153,0.834263,0.05082228165187356
15.8033,0.860366,0.05444217347009801
16.3011,1.12353,0.06892356957505934
17.0752,1.3136,0.07693028485757122
16.1759,0.763649,0.04720905791949753
15.1582,1.08914,0.07185153910094866
13.5967,0.975198,0.07172313870277347
14.6803,1.03091,0.07022404174301615
14.9619,1.0874,0.07267793528896731
15.6304,0.680563,0.043540984235848096
14.2802,0.626513,0.0438728449181384
15.102,0.524853,0.034753873659118
15.161,0.630169,0.04156513422597454
14.6087,0.638448,0.04370327270735931
14.9691,0.661655,0.044201388193010935
15.2651,0.636224,0.04167833817007422
14.9598,0.594142,0.03971590529285151
14.6998,0.751899,0.05115028775901713
15.2311,0.689354,0.04525963325038901
16.2581,0.89186,0.05485634852781075
16.9488,0.715998,0.04224476069102238
16.1926,0.672014,0.041501303064362734
17.0288,0.746614,0.04384419336653199
17.388,1.12469,0.06468196457326891
17.6743,1.53608,0.08691037268802725
17.3787,1.34027,0.0771214187482378
18.9267,1.04617,0.05527482339763403
18.859,1.13999,0.060448061933294446
18.2774,1.30754,0.07153862146694825
18.0361,0.996683,0.05526044987552741
17.7662,0.975975,0.054934369758305096
18.6715,1.18583,0.06351016254719759
18.3615,1.15445,0.0628734035890314
18.6622,1.31546,0.07048793818520861
18.4501,1.07761,0.05840672950282112
19.2465,1.05919,0.055032863117969504
19.4358,1.37805,0.07090266415583614
19.6559,1.00073,0.05091244867953133
19.5326,1.0886,0.055732467771827617
19.2847,1.01952,0.05286678040104331
19.6318,0.955992,0.04869609511099339
19.6362,0.965774,0.049183345046393906
19.2986,1.1168,0.05786948276040749
20.0513,1.21007,0.0603487055702124
20.3105,1.03677,0.051046010684128895
20.1199,1.22127,0.0606996058628522
19.9896,1.1804,0.059050706367310996
20.6034,1.47984,0.07182503858586448
19.7057,1.4874,0.07548069847810532
19.6082,1.3311,0.06788486449546619
20.6457,1.26282,0.061166247693224256
21.3699,1.48263,0.06937936068956803
20.3494,1.54391,0.07587005022261098
20.2748,1.45395,0.07171217471935605
19.3345,1.2979,0.06712870775039438
20.0352,1.60984,0.08035058297396581
21.2933,1.18334,0.05557334936341479
22.0405,1.07131,0.04860642907375059
21.1055,1.38865,0.06579564568477411
21.6213,1.49372,0.06908557764796751
21.5352,1.34779,0.06258544150971433
20.6292,1.24683,0.06044005584317376
21.123,0.999965,0.04734010320503716
20.8789,1.02942,0.04930432158782311
20.4879,1.1321,0.055257005354379905
20.355,1.07181,0.05265585851142225
21.1073,1.2988,0.06153321362751276
21.7396,0.959772,0.04414855839113875
21.3513,0.999365,0.04680581510259329
21.3088,1.06741,0.05009245006757771
21.5915,0.890568,0.0412462311557789
20.3791,0.895966,0.04396494447743031
19.8523,1.13917,0.057382268049545895
20.9442,1.36188,0.06502420717907584
20.1598,1.18718,0.05888848103651821
19.8457,0.932898,0.04700756335125493
19.7026,1.00757,0.05113893597799275
18.1614,1.13623,0.06256290814584779
18.4622,1.22359,0.06627541679756475
19.1318,1.4271,0.07459308585705475
18.1784,1.23797,0.06810115301676715
16.5636,0.819605,0.04948229853413509
15.9047,0.973269,0.06119379805969305
16.4124,1.1822,0.0720309034632351
18.0677,1.4696,0.08133852122849063
18.3139,1.24145,0.06778730909309322
16.3372,0.615733,0.037689016477731804
16.6802,0.714759,0.04285074519490174
17.2771,0.972824,0.05630713487795984
17.7311,1.59498,0.08995380997230853
16.2168,1.16611,0.07190752799565883
14.3317,0.812785,0.05671239280755249
15.8008,0.415743,0.02631151587261404
15.0187,0.508047,0.03382762822348139
14.0517,0.57536,0.040945935367250934
13.6232,0.507479,0.03725108638205414
13.3422,0.394275,0.0295509736025543
13.2729,0.588643,0.044349237920876375
12.7942,0.620772,0.04851979803348392
13.0811,0.583627,0.04461604910901989
12.8119,0.735471,0.05740530288247645
13.3488,0.88904,0.06660074313795997
13.6136,0.839643,0.061676779103249695
14.004,0.85557,0.06109468723221937
14.9527,1.4405,0.09633711637363152
16.4423,1.42158,0.08645870711518462
14.1009,0.564991,0.04006772617350666
13.5721,0.792885,0.058420214999889475
14.0114,1.00707,0.07187504460653467
14.651,0.879551,0.06003351307078015
12.8483,0.69572,0.05414879789544142
13.2144,0.642534,0.04862377406465675
13.5739,0.749646,0.05522701655382757
14.4339,0.564374,0.03910058958424265
14.2733,0.544254,0.03813091576580048
13.7339,0.610613,0.04446027712448758
13.8829,0.819974,0.05906359622269122
12.6075,0.731557,0.058025540352964505
12.3358,0.493355,0.03999375800515572
12.2747,0.424686,0.03459848305864909
13.0905,0.677315,0.051740957182689735
13.9266,1.48237,0.10644162968707366
11.5798,1.13052,0.09762862916457969
11.6081,0.769128,0.06625787165858323
13.652,0.681016,0.0498839730442426
13.1355,0.617682,0.04702386662098892
12.2937,0.763939,0.06214068994688337
13.0173,0.46488,0.03571247493719896
13.862,0.722632,0.05213042850959458
14.0738,0.625623,0.04445302619051003
13.7422,0.587846,0.042776702420282045
13.5177,0.746178,0.05520007101799863
13.0237,0.560867,0.043065104386618244
12.4885,1.07635,0.0861872923089242
12.2884,0.620413,0.050487695713030176
13.3891,0.457853,0.034195950437296015
13.8432,0.401252,0.028985494683310218
13.7208,0.441725,0.03219382251763745
14.2538,0.461845,0.03240153502925536
14.3402,0.766168,0.05342798566268253
14.7766,0.563911,0.038162432494619876
14.2269,0.422567,0.029701973022935427
14.0882,0.360068,0.02555812665918996
14.3676,0.450011,0.031321236671399535
14.2242,0.561623,0.03948362649569044
14.1981,0.737943,0.05197477127221248
13.2594,0.565348,0.042637525076549464
13.2407,0.375878,0.02838807615911545
13.5947,0.291057,0.021409593444504108
13.6657,0.439333,0.03214859099789985
13.0487,0.517666,0.03967184470483649
12.9313,0.388241,0.030023354187127357
12.3204,0.450112,0.0365338787701698
11.6994,0.626207,0.053524710668923184
11.7859,0.38568,0.03272384798784989
12.0669,0.267665,0.022181753391509
11.8938,0.365109,0.03069742218634919
11.1559,0.450583,0.0403896592834285
9.79953,0.92681,0.09457698481457784
9.25101,0.809196,0.08747109775040779
8.78672,0.874387,0.09951233224684523
8.60469,0.452919,0.05263629485780429
9.5672,0.697873,0.0729443306296513
10.6252,0.931086,0.08762997402401837
10.4451,0.793114,0.07593168088385942
10.6849,0.4557,0.04264897191363513
11.9654,0.479479,0.04007212462600498
12.7871,0.86427,0.06758921100171265
11.5085,1.05491,0.09166355302602425
10.0664,0.687842,0.06833048557577684
10.5341,0.469231,0.04454400470851805
11.389,0.323303,0.028387303538502065
12.5095,0.537497,0.04296710500019985
11.9461,0.580815,0.04861963318572589
11.6967,0.953845,0.08154821445364932
10.1264,0.673285,0.06648809053562964
10.4359,0.644862,0.06179265803620196
11.6086,0.508279,0.043784694106093765
11.9384,0.539218,0.045166689003551565
11.8445,0.412841,0.034855080417071214
11.5109,0.449226,0.03902614044079959
12.3237,1.15605,0.09380705469948149
10.1833,0.740699,0.07273663743580176
11.4028,0.498767,0.04374074788648403
11.7803,0.399261,0.033892260808298595
12.7811,0.418032,0.03270704399464835
11.9873,0.488203,0.04072668574241072
11.5441,0.623924,0.05404700236484438
11.8994,0.646491,0.0543297141032321
12.661,0.712735,0.056293736671668905
13.1906,0.571707,0.04334200112201113
12.3928,1.08458,0.08751694532309084
10.9604,0.90651,0.08270774789241268
12.1386,0.61188,0.050407790025208836
12.3851,0.671204,0.054194475619898104
12.6283,0.57389,0.04544475503432766
12.9831,0.856541,0.06597353482604308
14.0582,0.465111,0.033084676558876674
13.3229,0.506717,0.03803353624210945
13.3459,0.525581,0.03938145797585775
12.9422,0.689906,0.05330670210628796
13.5417,0.463159,0.03420242657864227
13.6511,0.523092,0.03831867029030628
13.9001,0.488421,0.035137948647851455
14.2739,0.263389,0.018452490209403177
13.434,0.366131,0.027254056870626767
12.5677,0.444161,0.03534147059525609
12.8666,0.34029,0.026447546360343833
13.4198,0.24654,0.01837136171925066
13.4633,0.328433,0.024394687780856104
13.4665,0.291145,0.02161994579140831
13.3366,0.584727,0.04384378327309809
13.2297,0.338071,0.02555394302213958
12.7467,0.399829,0.03136725583876611
11.9703,0.536169,0.04479160923285131
11.3121,0.373308,0.03300076908796775
11.1863,0.333289,0.02979439135370945
11.0577,0.343977,0.031107463577416637
11.1893,0.285102,0.025479878097825606
10.9321,0.282048,0.025799983534728003
10.8254,0.471491,0.04355414118646886
10.2368,0.294266,0.02874589715536105
11.0485,0.41606,0.03765760057926415
11.1319,0.298781,0.026840072224867274
10.3818,0.344056,0.03314030322294785
9.99022,0.510956,0.05114562041676759
10.0391,0.393006,0.03914753314540149
9.32848,0.288842,0.030963458141090507
9.44436,0.314319,0.03328113286659975
9.95191,0.469166,0.0471433121883136
10.2884,0.35945,0.034937405233078034
9.63206,0.559448,0.05808186410798936
9.23967,0.282541,0.030579122414545107
9.76487,0.654061,0.0669810248369922
9.09329,0.398768,0.043852994900635524
10.2322,0.419368,0.0409851253884795
10.6001,0.399822,0.0377187007669739
10.0077,0.651471,0.06509697532899668
9.79671,0.579596,0.0591623106124403
9.79774,0.573119,0.05849502028018707
8.4003,0.996641,0.11864350082735141
9.08925,0.779358,0.08574502846769536
9.51969,0.596344,0.0626432163232206
10.8785,0.825502,0.07588380751022658
10.5336,0.687159,0.06523496240601503
11.9841,2.53731,0.21172303301874987
15.1544,0.880096,0.058075278466979886
15.2247,0.749089,0.049202217449276504
14.6599,0.862823,0.05885599492493127
13.5297,0.929724,0.06871726645823632
11.1893,1.09901,0.0982197277756428
9.86604,0.446433,0.04524946179014073
10.7304,0.552244,0.05146536941772907
9.29382,1.0483,0.1127953844597808
8.99769,1.68907,0.187722626585268
10.6997,1.33132,0.12442591848369582
10.8094,0.915964,0.08473772827353969
10.5389,0.995077,0.09441943656358823
12.6766,0.705781,0.055675891011785494
13.9349,0.588722,0.0422480247436293
11.8544,0.800533,0.06753045282764206
10.8992,0.323362,0.02966841603053435
11.6812,0.618813,0.05297512241892956
12.8524,0.500996,0.03898073511562043
12.6857,0.4947,0.03899666553678551
11.9627,0.404506,0.03381393832496008
11.7648,0.482795,0.04103724670202638
10.9357,0.555814,0.05082564444891502
11.3373,0.405865,0.035799087966270626
11.6932,0.431543,0.036905466424930734
11.3871,0.5164,0.045349562223920045
11.8622,0.680314,0.05735141879246683
11.6336,0.40304,0.034644478063540096
10.7173,0.405129,0.03780140520466909
10.0699,0.547763,0.05439607146049116
10.3545,0.492917,0.04760413346854025
10.4301,0.32344,0.031010249182654052
10.506,0.193951,0.01846097468113459
10.4521,0.209143,0.02000966312989734
11.2068,0.580382,0.051788378484491554
11.0367,0.201329,0.01824177516830212
10.7579,0.297049,0.027612173379562927
10.7207,0.204842,0.019107147854151314
10.8045,0.231971,0.02146985052524411
10.5375,0.216568,0.020552123368920525
10.3514,0.229931,0.02221255095929053
9.98985,0.174922,0.017509972622211545
10.5258,0.243271,0.023111877481996616
9.71445,0.471794,0.04856620807148115
9.29678,0.294361,0.031662683208594805
8.85666,0.313774,0.035428028173148794
8.61842,0.155941,0.018093919767196306
8.49035,0.199804,0.023533069897000717
8.35288,0.181212,0.021694553255883
7.6102,0.240944,0.0316606659483325
6.94368,0.174287,0.025100091018019265
6.84931,0.107414,0.015682455605017145
6.53972,0.221618,0.03388799520468767
6.08611,0.151211,0.024845262408993596
5.99995,0.120837,0.020139667830565255
6.12142,0.124414,0.02032436918231391
6.13522,0.153775,0.02506430087266634
6.29834,0.202589,0.03216545947027312
5.46199,0.183554,0.03360570048645274
4.76909,0.173181,0.03631321698688848
4.35707,0.139778,0.03208073315324289
4.60205,0.227287,0.04938820742929781
4.33751,0.125481,0.028929270480068058
3.91916,0.0616556,0.01573184049643291
3.79283,0.0808002,0.021303406691046002
3.75211,0.14813,0.03947911974862144
4.01328,0.314144,0.07827612327074114
4.28544,0.249348,0.05818492383512544
4.05968,0.133947,0.03299447247073661
3.89125,0.129876,0.03337642145840026
4.0357,0.174306,0.04319102014520405
3.53788,0.168041,0.047497653962259884
3.42523,0.0806554,0.023547440609827663
3.28086,0.0569127,0.01734688465829081
3.55271,0.103487,0.02912903107768436
3.27635,0.158557,0.04839440230744579
2.51319,0.330762,0.13161042340610937
2.14752,0.318329,0.14823098271494559
2.124,0.350961,0.1652358757062147
0.983661,0.251041,0.255210890743864
1.06841,0.0869364,0.0813698860924177
1.72424,0.564739,0.32752923026956804
3.19405,0.343683,0.10760100812448146
2.34757,0.170656,0.07269474392669867
2.4433,0.232605,0.09520116236237876
2.94314,0.654882,0.22251133143513388
3.01606,0.333584,0.11060257421934577
2.39822,0.191893,0.08001476094770289
2.27854,0.161966,0.07108323751173998
2.05138,0.307999,0.15014234320311207
1.39852,0.191542,0.1369605011011641
1.62187,0.284663,0.1755153002398466
1.74599,0.264576,0.1515335139376514
2.36568,0.321668,0.1359727435663319
2.81049,0.157605,0.05607740998900547
2.29742,0.392383,0.17079288941508303
2.1784,0.1788,0.08207858979067205
1.81037,0.193277,0.10676104884636842
1.71119,0.0675489,0.039474809927594244
1.57468,0.0868376,0.055146188431935375
1.54704,0.15227,0.09842667287206536
1.92624,0.24913,0.12933487000581442
1.73924,0.156588,0.09003242795703871
1.12908,0.101838,0.09019555744499946
1.72219,0.162568,0.09439608870101439
1.70437,0.111004,0.0651290506169435
1.62223,0.16338,0.10071321575855458
1.30219,0.0999262,0.07673703530206806
1.32874,0.0790887,0.05952157683218688
1.25866,0.101033,0.08027028744855641
1.21179,0.100456,0.08289885211133943
1.32615,0.101723,0.07670550088602344
1.30705,0.0687424,0.05259355036150108
1.28133,0.0514931,0.04018722733409816
1.30378,0.0589785,0.04523654297504181
1.74476,0.164625,0.09435395125977211
1.9391,0.150197,0.07745706771182508
2.08512,0.116939,0.05608262354205034
2.08656,0.106979,0.051270512230657164
1.95586,0.122326,0.06254333132228279
2.21719,0.11156,0.050315940447142556
1.74351,0.225566,0.12937465228189113
1.40414,0.0570373,0.040620807042032844
1.23475,0.0910324,0.07372536950799757
1.09772,0.0594427,0.05415105855773786
0.883183,0.0497175,0.05629354278784804
0.742152,0.208543,0.280997693194925
0.492202,0.111578,0.22669148032718275
0.661551,0.12598,0.19043127438398552
0.521525,0.05599,0.10735822827285364
0.714559,0.0825017,0.1154582056905028
0.851611,0.0932645,0.10951537732603266
1.06234,0.121306,0.11418754824255888
1.03092,0.344292,0.33396577813991385
1.08708,0.336249,0.30931394193619605
1.51065,0.245089,0.1622407572899083
1.43118,0.253717,0.17727819002501435
1.53245,0.0521027,0.0339996084700969
1.47131,0.0720716,0.0489846463355785
1.2865,0.0830984,0.06459261562378547
1.21542,0.132616,0.10911125372299289
1.69979,0.100708,0.05924731878643833
2.03622,0.165365,0.08121175511486971
2.21641,0.123844,0.0558759435303035
1.71787,0.201612,0.11736161642033449
1.51731,0.139654,0.0920405190765236
1.3839,0.102953,0.07439338102464052
1.27686,0.0867437,0.06793516908666572
1.4833,0.289671,0.19528820872379155
2.25634,0.226858,0.10054247143604245
1.96003,0.353814,0.1805145839604496
1.85692,0.444535,0.2393937272472697
2.00155,0.394359,0.1970268042267243
2.34857,0.575858,0.24519516131092536
3.18338,0.190942,0.059980900803548426
2.8618,0.166017,0.05801139143196589
2.83893,0.150413,0.052982285579426046
2.65408,0.0921409,0.03471670032553653
2.7844,0.184843,0.06638521764114351
2.53133,0.0984055,0.03887501827102748
2.49696,0.189334,0.0758258041778803
2.88525,0.390085,0.1351997227276666
2.31035,0.381656,0.16519401822234725
2.75649,0.515405,0.18697873019673572
3.51864,0.616568,0.17522906577541322
3.25568,0.445519,0.1368436087084726
2.66983,0.440922,0.1651498410011124
2.91725,0.435668,0.14934201731082355
3.15591,0.446869,0.14159751070214296
2.96854,0.586757,0.19765844489210183
2.98458,0.584811,0.19594415294614317
3.38246,0.436844,0.12914979038924335
3.55601,0.348701,0.09805962300443474
3.84528,0.38637,0.1004790288353514
4.02005,0.230691,0.05738510715040857
3.5607,0.125004,0.03510658016682113
3.66968,0.104313,0.028425639292799374
3.44002,0.140329,0.040793076784437304
3.83427,0.0832691,0.021717067394836566
3.76198,0.197938,0.052615378072185394
3.88261,0.155866,0.04014464496820438
4.20058,0.23415,0.05574230225349832
4.19535,0.318796,0.07598793902773308
4.21952,0.194055,0.04598982822690732
4.4014,0.120245,0.027319716453855593
4.36791,0.129367,0.029617597432181526
4.43905,0.212029,0.04776449916085649
4.25276,0.124626,0.02930473386694758
4.04194,0.127799,0.03161823282879013
4.03172,0.186254,0.046197156548569845
3.37841,0.174639,0.051692660156700924
4.04625,0.205029,0.05067136237256719
3.92967,0.181678,0.046232380836049844
3.71751,0.10737,0.02888223569001832
3.55011,0.138757,0.03908526778043497
3.39809,0.20924,0.061575767563543056
3.25247,0.385577,0.11854897969850606
3.89938,0.145523,0.03731952259077084
3.71006,0.135228,0.0364490062155329
3.82787,0.142103,0.03712325653692524
4.43834,0.235299,0.05301509122780138
4.41256,0.144759,0.03280612614899287
4.07342,0.197512,0.0484880027102533
4.19113,0.221109,0.052756416527285
3.89079,0.184227,0.047349509996684476
4.08966,0.206655,0.05053109549449098
3.98938,0.220743,0.05533265820754102
4.11691,0.209179,0.050809709223665324
3.91442,0.202938,0.05184369587320727
3.42503,0.250005,0.0729935212246316
3.27576,0.147469,0.04501825530563899
3.54374,0.132508,0.037392133734416175
3.84615,0.18497,0.04809224809224809
3.3838,0.532628,0.15740528400023643
3.48164,0.568328,0.16323571650141888
2.79709,0.558088,0.19952450582569745
2.84802,0.479011,0.16819088349098674
3.76956,1.0464,0.27759207971222105
5.77161,0.256633,0.04446471608442012
5.70684,0.188211,0.032979897806842316
5.14462,0.294861,0.057314437217909193
4.81384,0.282865,0.05876078141359081
4.71944,0.360647,0.07641732917464784
4.4609,0.704472,0.1579214956623103
4.53612,0.409305,0.09023240125922594
4.81177,0.207764,0.04317828990163703
4.7462,0.250428,0.05276389532678774
4.75874,0.33546,0.07049344994683465
4.86629,0.303542,0.06237647160362411
5.56115,0.472357,0.08493872670221088
5.80266,0.465263,0.0801809859616107
5.52221,0.587358,0.10636285110490185
6.09716,0.362508,0.059455221775383954
6.15904,0.389278,0.06320433054502
6.33621,0.925741,0.14610326993581335
6.0254,1.07695,0.17873502174129519
5.16906,1.04669,0.20249136206583013
6.01535,0.28726,0.047754494750928876
5.89223,0.499503,0.0847731673746612
4.40966,0.952229,0.21594159186876086
4.80084,0.52769,0.10991618133493306
4.96309,0.464504,0.09359169388425355
4.9012,0.557422,0.11373173916591854
6.06928,1.34763,0.2220411646851027
7.66551,0.292483,0.038155713057578686
7.92953,0.331024,0.041745727678689656
7.82761,0.305948,0.03908574903450734
7.43395,0.43396,0.058375426253875796
7.10164,0.583287,0.08213412676508525
7.00094,0.374263,0.05345896408196614
7.61208,0.788522,0.10358824394909144
7.69202,0.617445,0.08027085212986966
7.62261,0.418144,0.05485575150768569
7.50179,0.315861,0.04210475099942814
6.89552,0.241316,0.034996055409889315
6.81297,0.23774,0.034895207229739746
6.62564,0.215341,0.03250116215188269
5.23521,0.525378,0.10035471356449883
5.17448,0.21628,0.04179743665063929
4.91706,0.245834,0.04999613590234815
5.16964,0.1621,0.03135614859061753
5.55343,0.266252,0.04794370326086761
4.97647,0.558176,0.1121630392627706
4.59152,0.43178,0.09403857546084957
5.53552,0.267283,0.048285075295545855
5.38845,0.207334,0.038477484248717164
5.93931,0.599366,0.10091508946325414
7.34899,0.34028,0.046302961359316046
7.83863,0.321158,0.04097119011868145
7.56551,0.513539,0.06787896652043286
7.02768,0.540141,0.0768590772488218
6.25174,0.831575,0.13301496863273266
6.9102,0.94352,0.1365401869699864
7.81179,0.72937,0.09336784526977811
7.91945,0.441573,0.055758038752691155
7.2401,0.639425,0.08831715031560337
5.39082,1.87991,0.34872431281326405
5.91365,1.81551,0.30700328900087087
6.92227,1.00796,0.14561119401583583
7.30628,0.715143,0.0978805903962071
8.24901,1.27841,0.15497738516500767
7.64642,1.45372,0.1901177282963792
7.89649,1.0572,0.13388226921075058
5.76461,2.07241,0.3595056734106904
6.6089,1.00801,0.15252311277217087
4.85517,1.43106,0.2947497204011394
5.49247,2.3871,0.43461320680859433
6.39056,1.13995,0.17838029844019931
5.40086,1.52621,0.2825864769684828
6.23507,0.971527,0.15581653453770367
6.55364,1.15883,0.17682234605501676
7.49238,0.636815,0.08499502160862103
7.66577,0.722609,0.0942643726592371
7.77131,0.648682,0.08347138384648148
7.10843,1.2784,0.1798428063580847
7.60156,1.07599,0.14154857687106331
8.15851,1.02076,0.12511598318810666
7.39357,1.21681,0.16457678766820358
6.30546,1.0125,0.16057512060975726
6.98205,0.703678,0.10078386720232596
6.81823,0.707548,0.10377297333765508
6.54821,0.741185,0.11318894781932771
6.38525,1.0986,0.17205277788653536
7.38712,0.770722,0.10433321781695708
6.72442,1.12792,0.16773491245341604
7.69757,0.756703,0.09830414013773178
7.22613,0.699279,0.09677088566078938
7.01531,0.810653,0.11555483649332672
7.01894,0.832158,0.11855892770133382
8.00257,0.661469,0.08265707141580766
8.04212,0.835455,0.10388492089150621
8.32768,0.825625,0.0991422581079004
8.11112,0.55665,0.06862800698300604
7.86868,0.42698,0.05426323093581134
7.82014,0.495712,0.06338914648586853
7.5793,0.661095,0.08722375417254892
7.83663,0.680328,0.08681384727874099
7.32897,0.826158,0.11272498045427938
7.57628,0.860281,0.11354926164291711
7.54216,0.690525,0.0915553369326559
7.781,0.744528,0.09568538748232874
8.45562,0.800483,0.09466875285313199
9.1203,0.895659,0.09820499325680075
9.75911,0.908237,0.09306555618288963
7.85701,1.12252,0.14286859759628662
8.52712,0.715763,0.08393959508016775
9.26256,1.29859,0.14019774230882173
7.73548,1.78143,0.23029340131446271
9.05536,1.30946,0.14460606756661248
9.61292,0.591946,0.06157816771594894
8.80351,0.630672,0.07163869865542268
8.17755,0.642071,0.07851630378291787
8.96247,0.509117,0.05680543421623727
9.0948,0.530277,0.05830551523947751
8.45551,0.546843,0.06467297655611548
8.39105,0.515811,0.06147156792058205
7.87012,0.672181,0.08540924407759984
7.48729,0.492835,0.06582288117596621
7.24086,0.46649,0.06442466778808043
7.39651,0.407037,0.05503095378766472
7.37777,0.311296,0.04219377942115301
7.55989,0.547175,0.07237869863185839
7.62717,0.489161,0.0641340103865523
7.11458,0.587097,0.08252026121007845
7.91042,0.723319,0.09143876052093315
8.34672,1.40115,0.16786833630456036
9.82688,1.30703,0.13300559282295094
9.66947,1.39505,0.14427367787479561
8.78397,1.70195,0.19375635390375878
9.49034,1.18645,0.12501659582269972
8.75951,1.30411,0.14887933229141814
9.10069,1.1322,0.12440814927219805
8.97915,1.10316,0.12285795426070395
8.67976,1.89347,0.2181477368037826
9.704,0.989225,0.1019399216817807
10.5006,0.955319,0.0909775631868655
9.89242,0.847132,0.08563445547196744
10.2783,0.858413,0.08351702129729624
9.65369,0.775864,0.08036968247374839
9.68144,0.736239,0.07604643524103852
9.11032,1.16531,0.12791098446596827
9.14366,1.02187,0.1117572175693322
9.56166,0.884932,0.09255003838245661
9.6342,0.730445,0.07581791949513193
9.64761,0.561565,0.058207680451427865
9.31388,0.59848,0.06425678664530787
9.71852,0.907882,0.09341772203998139
9.44654,0.918625,0.09724459961001594
9.20631,0.802882,0.08720996794589797
9.3427,0.559346,0.059869844905648256
9.96414,0.867866,0.08709893678731932
9.66995,0.93995,0.09720319132984141
9.75545,0.645971,0.06621642261505108
10.2373,0.670256,0.06547195061197776
9.57101,0.498123,0.05204497748931409
9.57843,0.648402,0.0676939748998531
9.74858,0.534915,0.05487106840175698
9.66303,0.4166,0.043112771045934875
9.52745,0.565598,0.059365097691407465
9.27723,0.527761,0.05688777792509187
9.0935,0.581218,0.06391576400725793
9.00833,0.521852,0.057929938179440574
8.86942,0.568855,0.06413666282575411
8.8817,0.667379,0.07514090770910974
8.78841,0.543677,0.061862953594563744
8.57559,0.564617,0.0658400180045921
8.17267,0.69809,0.08541761749832062
8.52644,0.85131,0.09984354548909041
8.83753,0.431988,0.048881078762957525
8.13376,0.597694,0.07348311236131874
8.52207,0.52315,0.061387667550254814
8.47125,0.386312,0.045602715065663275
8.28441,0.438839,0.05297166605708795
7.83243,0.410239,0.052376976238536446
8.10647,0.609428,0.07517797512357413
7.95719,0.628188,0.07894595956612824
7.99027,0.7369,0.09222466825276243
8.99087,0.681788,0.07583114870974667
8.16803,0.641089,0.07848759125517414
7.53687,0.590279,0.078318851194196
8.38219,0.425087,0.05071311912519282
8.19844,0.34488,0.04206653948800016
7.05213,1.14106,0.1618035969274531
8.03726,0.630075,0.07839425376309837
7.60258,0.911636,0.11991139849893064
7.8098,1.45693,0.18655151220261723
7.02074,0.946097,0.13475744722066335
7.91649,0.734928,0.09283508221446626
7.43546,0.942128,0.12670742630583717
7.10433,1.11818,0.15739415258018702
7.74942,0.525448,0.0678048163604502
7.67376,1.09822,0.14311367569483538
7.83425,0.828187,0.10571362925615088
6.62841,1.13538,0.17128994736294226
5.77383,0.762392,0.13204268224038462
5.48044,1.05506,0.19251373977271902
4.84674,1.27007,0.26204624139112065
4.37976,1.0306,0.23530969733501378
5.10288,1.26061,0.24703892703728092
5.47356,1.22127,0.22312169776160307
7.04064,1.31739,0.18711225115898555
6.03636,1.52859,0.2532304236327853
5.95048,0.697914,0.11728700877912371
5.35806,0.639944,0.11943576593020608
4.36211,1.20557,0.27637313135157066
5.48766,1.22549,0.22331740669064773
5.26596,1.02044,0.19378043129837674
4.03819,1.20732,0.29897553111666364
4.55524,0.538882,0.11829936512675511
3.17004,1.16469,0.36740545860620055
2.81846,1.20238,0.42660885731924525
5.31729,0.358081,0.06734276294879535
3.13551,0.760794,0.2426380397447305
3.42202,0.64711,0.1891017586104114
2.81245,0.587796,0.2089978488506462
3.11604,0.958678,0.3076590801145043
1.70355,0.614444,0.36068445305391683
2.33478,0.779073,0.3336815460129006
3.23666,0.908417,0.2806649447269716
2.70516,0.541177,0.20005360126572921
2.08345,0.457586,0.2196289807770765
2.55541,0.452861,0.17721657190039955
3.18985,0.579863,0.18178378293650174
2.35078,0.71579,0.3044904244548618
3.39151,0.496829,0.14649197555071342
2.76967,0.235413,0.08499676856809656
2.28603,0.329646,0.1442002073463603
1.94135,0.334956,0.17253766708733612
2.85422,0.725033,0.2540214139064263
3.17541,0.300958,0.09477768225205564
3.12092,0.243652,0.07807056893480128
2.61859,0.176958,0.0675775894660867
3.03148,0.254752,0.08403552060379747
3.30284,0.16717,0.05061401702777004
3.04341,0.383967,0.12616341537945922
2.77793,0.227672,0.08195742873290544
2.99479,0.152617,0.05096083531733444
3.32344,0.288651,0.08685307994126568
3.42511,0.176819,0.05162432739386472
3.48329,0.195792,0.05620892891490516
3.81283,0.214435,0.05624037788204562
3.98051,0.347336,0.08725917030732241
3.96686,0.182165,0.045921711378773135
4.11584,0.282777,0.0687045657751516
3.7097,0.160495,0.04326360622152734
3.84349,0.187257,0.04872056386253119
3.66956,0.452279,0.12325156149511113
3.87141,0.267834,0.0691825458941316
3.93763,0.288934,0.07337764086519048
4.0812,0.230963,0.056591933744976966
3.84775,0.191623,0.04980131245533104
4.11199,0.231329,0.05625718934141378
4.34136,0.186449,0.04294714098807747
4.13044,0.41712,0.10098681980612234
3.82789,0.31037,0.08108122229217662
3.98321,0.27375,0.0687259772896734
3.89243,0.187139,0.04807767898202408
4.24218,0.153951,0.036290539298191024
4.55681,0.247896,0.05440121488497436
4.38349,0.23146,0.0528026754937276
4.92068,0.25313,0.05144207711129357
4.9185,0.326382,0.06635803598658127
4.50385,0.263545,0.058515492301031334
