value
10.4098
9.91588
10.0439
10.2471
9.68936
9.35508
9.45511
9.42083
9.25801
9.12767
8.58227
8.52077
9.93435
8.99041
8.83261
8.6146
8.06057
8.14205
8.6667
7.96343
7.99203
7.11644
8.55746
8.36158
8.14444
7.7304
7.63762
7.48511
7.59808
7.82138
8.25278
8.5263
8.14196
8.327
8.24078
8.4593
8.05007
8.22202
7.74931
8.3862
8.48356
8.45697
8.2471
8.27953
8.58808
8.07164
8.66083
8.12899
8.15937
8.6852
8.63305
8.98908
8.64376
8.57193
8.16699
8.60906
9.04606
9.44333
9.60268
9.4869
8.91291
9.10204
8.97719
8.5858
8.83464
8.70388
8.79277
8.6177
8.03179
9.13632
9.15101
8.91784
8.29955
8.3896
7.43079
7.2907
7.0708
8.21554
8.641
8.76788
9.01237
8.64187
8.41595
8.35153
8.56591
8.85235
8.50072
8.51191
8.74501
9.11098
9.86727
9.61797
9.82216
9.61489
9.71917
8.96635
9.36298
9.47509
10.1698
9.79456
9.90292
11.1319
10.8912
10.3486
11.0366
10.219
10.1764
10.5214
10.5807
11.3932
10.9138
11.2378
12.0785
12.0886
12.7525
12.3065
12.6138
13.1508
12.8135
12.7841
12.0939
12.5085
12.8515
12.5112
12.2054
12.4829
12.1173
11.5759
12.1558
12.396
13.4383
12.7568
12.0014
12.2116
12.4766
12.4758
12.9197
12.2901
11.8336
12.6933
12.9706
11.9032
12.1036
12.2896
12.4744
11.5944
11.5309
11.9708
12.8202
12.5479
12.7455
12.9968
12.5405
12.4642
11.808
12.4802
13.3305
12.3322
11.6224
11.9834
12.1905
12.6311
12.9165
12.3212
11.5231
12.3216
12.1852
12.8358
12.9027
13.164
12.4821
12.5999
12.6517
12.042
12.1558
12.9157
12.9047
12.5312
13.0907
12.7603
13.6654
13.0986
13.9579
14.2125
13.5406
13.2123
13.3827
14.8523
14.925
14.2857
14.0128
14.7733
13.5515
13.3689
14.3691
13.6882
13.4284
14.2394
14.5405
14.1545
13.9139
14.0918
14.5169
13.8644
13.7606
14.5437
13.817
14.0931
13.5985
13.6281
14.0296
14.0568
14.4086
14.5698
15.1664
13.9169
13.9026
14.8961
14.8863
15.3228
15.6519
15.4171
14.3447
14.0873
15.8878
14.6904
15.0995
15.3982
14.9182
14.9872
14.3848
14.9522
15.1141
14.1505
14.4818
14.568
14.354
13.6804
14.3407
13.9687
15.6687
15.6139
14.467
13.6563
14.6329
14.6381
14.9437
16.4576
15.9475
16.3352
16.0538
15.3636
16.7056
16.4511
16.1659
17.1562
16.9806
16.6044
17.452
16.6344
15.6726
19.0638
17.3342
16.5629
15.7296
17.2043
17.6505
17.3798
17.4561
18.1996
16.6443
17.7949
15.7338
16.4401
15.9895
17.1536
17.6785
17.2746
16.9356
16.6094
16.8875
17.4937
17.6705
18.8894
17.8863
18.2498
17.2779
17.8092
17.4265
17.7376
17.5271
18.351
16.8795
17.0734
16.2303
16.8174
17.3136
18.4968
17.5563
19.2206
18.6319
19.2981
18.6357
19.9958
19.7713
18.1375
17.6747
18.5674
18.2294
19.7069
19.8911
18.37
18.5704
19.6125
17.3279
19.0936
19.4946
18.2764
18.2472
19.9795
19.0368
19.4673
20.7477
20.6383
19.852
18.7602
18.8871
20.0289
18.2508
17.4176
18.6985
19.6786
19.3137
18.7099
18.7321
18.8196
21.0999
21.0161
17.8285
18.7593
20.1362
19.3532
17.889
18.5007
19.8635
17.2329
17.1892
17.8802
17.6317
18.4683
17.6988
18.8764
16.4568
17.1592
16.8847
16.7725
17.79
18.6414
18.4107
18.1802
18.45
17.8418
16.8561
16.9274
17.2011
17.7654
18.3343
18.9682
17.6699
17.0417
16.9664
17.822
16.7817
16.8848
18.2947
17.1471
18.0821
17.3454
17.5467
15.9787
17.3174
17.4859
17.2039
17.2101
17.1392
15.6039
18.0751
17.197
17.5246
17.2674
16.6108
17.4876
16.5886
17.4713
16.2986
17.3455
15.9403
16.728
16.0245
15.6897
14.9051
14.3518
15.4141
15.4964
16.4547
15.9185
16.708
17.9124
17.7845
17.5436
16.847
16.9151
