value
5.46441
4.86846
4.7853
5.11342
5.09469
4.63666
4.53667
4.6846
4.49022
4.43484
4.46212
4.3017
4.59092
4.21351
4.3035
3.99208
3.54287
4.10295
3.80028
3.71472
3.4606
3.33847
3.55734
3.42838
3.27983
3.07762
3.34943
3.20034
3.20331
3.3274
3.75802
3.68244
3.86349
3.69874
3.62014
3.88755
3.35611
3.64698
3.13033
3.67972
3.81698
3.72058
4.06699
4.01662
3.97395
4.20969
3.86678
4.1504
3.8045
4.14056
4.4346
4.29757
3.90425
3.98225
3.93388
3.62444
3.96763
3.90002
4.05735
4.30877
4.6979
4.49456
4.28992
3.90674
3.79492
4.178
4.00112
3.48025
3.76134
3.93373
4.40845
4.77316
4.22418
3.91883
3.42753
3.16679
3.11396
3.84699
4.15499
3.70296
3.85032
3.72615
3.64648
3.79875
3.63998
3.46808
3.62294
3.75944
3.53302
3.95058
4.53384
4.5604
4.85783
4.47324
4.28767
4.34058
3.95923
4.22543
4.78423
4.80694
4.60356
5.31978
5.15057
4.70067
5.79313
4.90913
4.4408
4.93775
4.66901
5.31891
5.06996
5.23513
5.27433
5.83065
6.11509
5.71381
5.93837
6.1155
6.24822
5.9925
5.81907
6.2006
6.23129
5.84828
5.84324
6.15922
5.6672
5.65304
5.61504
5.81731
6.4169
6.27155
5.6131
5.65698
5.81188
6.00023
6.15714
6.32659
5.89114
5.83499
5.92493
5.3874
5.5675
5.28862
5.54114
5.37744
5.7293
5.93503
6.38622
5.92832
5.69504
6.68832
5.59202
6.05339
4.87519
6.17721
6.5513
6.115
5.24128
5.45329
6.22962
6.22895
5.9383
5.35979
5.41174
6.0385
5.51448
5.35647
6.3397
6.21819
6.04973
6.32753
5.67172
5.77652
5.51165
5.6169
6.52926
6.01395
6.27741
6.0508
6.45939
6.2574
6.86921
7.03137
6.86168
6.68537
6.56699
7.15505
7.42148
7.47607
6.3385
7.69729
5.91295
6.42611
6.73705
6.48781
6.5601
6.62344
7.73186
6.82818
7.03574
7.73524
7.29684
6.46317
7.02821
6.94616
6.79902
7.053
7.01067
7.15294
6.91033
6.7419
7.01293
7.4575
7.73789
6.94507
7.01529
8.17031
7.86006
7.41274
7.87912
7.69382
7.28708
7.23437
8.21181
6.80541
7.47721
8.21531
7.12901
7.63129
7.99994
7.44085
7.55507
7.74844
7.30214
7.26961
7.85499
7.72499
8.08433
7.53746
8.13487
8.68211
7.33212
6.97987
8.04701
7.86809
7.21703
8.54205
8.69733
8.39111
8.15844
8.00937
8.62426
8.8263
7.99459
8.99528
8.85576
8.94667
8.93008
9.52885
8.32224
11.1177
9.50232
9.72879
9.03644
9.98379
9.89125
9.8607
9.50494
10.0685
10.2791
9.93497
8.91578
8.84185
8.71961
9.96763
9.42202
9.53567
10.1416
10.0305
9.01014
10.1531
9.85242
10.7104
10.1996
10.7107
9.62581
9.87343
9.87051
10.2757
9.72642
10.4855
9.39521
9.48187
9.54596
8.73709
10.1035
9.72123
9.32907
10.9418
10.1787
10.5197
10.3228
10.9791
11.6548
9.93974
10.0795
10.1973
10.2584
10.9902
10.8113
10.281
10.3228
10.8442
9.48583
10.5771
10.497
9.69714
10.5267
11.5884
11.0491
11.2482
12.0063
11.5652
11.1817
10.1998
10.798
11.2996
10.5696
9.84316
10.0456
10.7371
10.1485
9.47841
10.5135
9.73283
11.4497
11.0078
10.0182
10.1487
10.9063
10.7307
9.39028
9.68559
10.3644
8.98891
9.53467
9.70023
9.99948
9.80719
9.87636
10.2036
8.78178
8.68553
9.56452
8.95467
9.40892
9.11074
9.71577
9.36909
9.77977
9.38528
8.74621
8.77906
9.4649
9.08903
9.40527
9.94205
9.51089
9.48818
8.69796
8.88347
8.1987
8.99715
8.69461
9.077
8.97315
9.18597
8.98621
8.27698
8.43756
8.98557
8.79462
9.31147
9.17821
8.35637
9.22857
8.67073
9.10145
9.2928
8.32563
9.25577
8.32223
8.63905
8.80973
8.90681
8.36604
8.22979
8.17759
8.37948
7.69199
7.33079
7.86279
7.80808
8.3122
7.81144
8.31344
9.012
8.99613
9.40703
8.17764
8.76921
8.87381
8.53952
8.29153
9.1511
8.34235
8.4966
8.88825
8.7722
8.80034
8.74718
7.79159
7.99601
7.95233
7.87754
8.22854
8.35738
9.09313
7.0011
8.13371
8.28246
8.23754
8.68652
7.51495
8.03151
8.09599
8.27676
7.78542
7.30894
7.23706
7.84908
8.19909
8.5776
8.12465
7.52655
8.06833
6.94524
6.73577
6.80032
6.90965
7.54184
7.63833
7.62999
6.84289
6.96748
7.02805
7.28321
6.62636
7.98164
6.69159
7.05742
7.3568
7.17897
6.84172
6.90827
6.59376
6.28093
7.01015
7.03826
6.96719
6.34272
6.99417
5.70347
6.80274
5.76898
6.29341
5.6834
5.77029
6.09596
5.77962
5.69128
5.85363
6.69237
6.1138
5.83815
5.32358
4.67213
5.21849
5.35912
4.96478
4.91851
5.52593
5.0572
5.51908
5.32374
5.98664
6.62244
5.93771
6.03448
4.88191
5.64857
5.37325
5.43812
5.53879
5.55858
5.16491
5.509
4.64907
4.7578
4.33384
4.69695
5.07868
4.42131
4.18883
3.8609
3.94861
4.07591
4.08744
4.33715
4.6
4.80219
5.13241
4.67884
4.64901
4.63246
4.31183
3.80894
3.61583
3.0703
3.47216
3.98739
4.78792
4.95033
4.36956
4.89495
5.35807
4.86365
4.54094
4.94697
5.22961
4.64671
4.70194
4.05927
4.64355
4.35518
4.21936
3.53251
3.68853
3.67179
4.25876
4.28164
4.21044
4.10266
4.15973
3.85397
4.11227
3.77836
3.85982
3.63238
4.00545
3.81365
3.92539
4.01662
4.39273
4.15481
4.56671
4.10228
3.92181
4.40086
4.07618
3.94945
4.05906
4.06836
3.81035
4.0587
3.82898
3.89802
4.23004
3.48329
3.72729
3.75331
3.90077
3.77975
4.05696
4.24828
4.85403
4.24016
4.6323
3.78014
3.87329
3.58276
3.22659
3.91416
3.57944
3.88111
4.48868
4.36802
4.35603
4.89954
4.80274
5.0082
4.43271
4.33118
4.72636
4.40646
3.83937
4.61492
4.52429
4.85881
5.03954
4.93589
4.99661
5.32401
4.34779
4.78591
4.12485
5.03707
4.25762
4.42338
4.80486
4.27898
4.71081
4.77927
4.18098
5.18521
4.83774
4.50101
4.75515
4.98953
4.70121
4.87397
4.52147
4.79457
4.72035
4.67779
5.41702
4.66576
4.56423
4.87582
4.83802
5.13092
4.66306
5.85228
4.46555
3.87474
4.851
4.91155
4.43305
4.4188
4.69991
4.6881
4.47761
4.6868
4.24886
5.32485
4.87343
5.63627
5.48784
4.59762
5.57683
4.98175
4.98885
5.01729
4.88926
5.03762
5.67655
5.49654
5.50585
4.98459
4.73452
4.31202
4.24977
4.48852
4.62634
4.62609
4.38784
4.4453
4.28325
4.84181
4.5237
4.77098
4.28163
4.24263
4.46764
4.54705
4.43167
4.50538
4.81191
4.54944
4.01375
4.29173
3.62589
3.34418
3.67884
3.54894
3.27642
3.13363
3.74343
3.4785
3.03841
3.12978
2.87279
3.47836
2.88192
2.96707
2.98225
2.89795
2.92598
2.91658
3.2195
3.34689
3.31647
4.07273
3.93394
3.22159
3.14927
2.96377
3.35516
3.59838
3.88695
3.82536
3.79273
3.9153
4.1754
4.30213
3.91854
3.85433
3.29684
2.61709
2.62382
2.60109
2.67077
2.68002
2.76834
2.54787
2.66152
2.98561
2.8941
3.38006
3.02785
3.38769
3.91921
4.04349
3.9537
4.25024
4.32575
4.13271
4.45845
4.40325
4.08742
4.4906
4.28244
4.26167
3.93328
3.953
3.98804
3.55381
3.95937
4.52605
4.34985
4.02448
3.94921
3.61401
2.94753
